formula,theoretical
BaSi2(BO4)2,FALSE
Nd2Cu4Sn5,TRUE
Na9Mg5Nb7Si9(SO8)9,TRUE
EuCu3Pd2,TRUE
Rb2TlBiBr6,TRUE
SrMnGe,FALSE
Fe2Si5,TRUE
VCo,TRUE
KBeH3,TRUE
Cs2HgAsCl6,TRUE
LiVGeO5,TRUE
Fe2PO5,FALSE
Eu2Sn,TRUE
Ca4As3H9O16,FALSE
Dy14Ti10O41,TRUE
LaInNi,FALSE
NaAgO,FALSE
Ni20(SnB2)3,FALSE
Li2TeO3,FALSE
Na6Ca2Mg2SiS5O24,TRUE
NaMnH3(CO2)3,FALSE
S3(NCl)2,FALSE
VH10SO10,FALSE
Ta3SiNi2,FALSE
ScTc2W,TRUE
Ca3Mn2SbO9,TRUE
Mn4Ga3Cu2,TRUE
B4H5,FALSE
PmSbRh2,TRUE
CaFeF6,TRUE
CsCdAuS2,FALSE
Ti3CuNi2(PO4)6,TRUE
SrLiGaF6,TRUE
Mn2CrFe3(PO4)6,TRUE
RbBaN3,TRUE
Er2SeO2,FALSE
KNdYSbO6,TRUE
ThH10N4O17,FALSE
NdMn2,FALSE
K2NaSmCl6,TRUE
CrGaTe,TRUE
KY2CuS4,FALSE
Li2Cu(Si2O5)2,TRUE
Sr2TiMoO6,TRUE
Sr4Mn3O10,FALSE
Sr3Al2(SiO4)3,FALSE
Li2Zn3(Ge3O8)2,TRUE
Na5Ti16O32,TRUE
YHg3,FALSE
Na2Sn(S2O7)3,FALSE
V3Sb(PO4)6,TRUE
YbSmAg2,TRUE
Hg4P2O7,FALSE
InI2,FALSE
BaU2S5,FALSE
FeSb3(PO4)4,TRUE
LiCu2BP2(HO5)2,FALSE
Ba6YCl15,TRUE
Ge3(BiO3)4,FALSE
CsHfMg14O15,TRUE
TlCdCu3Se4,TRUE
GeF2,FALSE
LiSm2Br5,TRUE
BaU3W3(SeO7)2,TRUE
LaTeAs,FALSE
U(GePt)2,FALSE
KAs4BrO6,FALSE
Sr3V5S11,TRUE
CsK2CoO2,FALSE
ZnTcNiO4,TRUE
BaMnGe,FALSE
ErThTc2,TRUE
K2NaTlCl6,TRUE
TeAs2(C12Cl)4,FALSE
Ba5Lu2ZrAl2O13,TRUE
YBiO12,TRUE
Zn3SiNi2,FALSE
GdB2,FALSE
CsNiP,TRUE
BaVInWO6,TRUE
NaFe(MoO4)2,FALSE
Tm2C3,FALSE
AgSnO3,TRUE
Si(AgO)2,TRUE
KClO3,FALSE
Si2Sn2H41C16O3,FALSE
K2CeAuCl6,TRUE
Ni11(GeSe2)2,TRUE
BaCaBO3F,TRUE
Ti2Si(SO6)2,TRUE
Li9(NbS2)14,TRUE
KLaMg6,TRUE
Mg30AlVO32,TRUE
MgCoBi2O7,TRUE
SrLiGaN2,FALSE
Sr2MgCu3(ClO2)2,TRUE
YTiNbO6,TRUE
Li4V2(SiO4)3,TRUE
BaDy2MnO5,FALSE
BaTiZnF7,TRUE
Tb3SnC,FALSE
U3TiSn5,TRUE
Mn2CoO4,TRUE
LaVZnFeO6,TRUE
W2O7,FALSE
Sm3Th5F27,TRUE
Dy4MgNi,TRUE
NaAlB14,TRUE
Tm,FALSE
RbLiSO4,FALSE
CsS2N(O2F)2,FALSE
H9C5NO5,FALSE
CaAs2H6F18,FALSE
Li3MgTi8O16,TRUE
Y3Ga8Ag3,FALSE
Sr2LaI7,TRUE
MgNb2PdS6,TRUE
LiSiRh2,TRUE
ZrAl2Si,TRUE
LiMnSi3O8,TRUE
IrS3Cl11,FALSE
K3Te(PO7)2,FALSE
MgInRh2,TRUE
MgMnPO5,TRUE
Rb2CoSe2,FALSE
YbCdPb,FALSE
La2CeTe4,TRUE
Li3(CrS2)4,TRUE
V2NiH6(NO3)2,FALSE
Sr3Yb,TRUE
MgAsH16NO10,TRUE
SrSb4S7O6,TRUE
PuPt5,FALSE
BaB2F8,FALSE
K7(Bi3O8)3,TRUE
Co3P2O9,FALSE
MgH12(ClO6)2,FALSE
HoAsPd,FALSE
V4O9,FALSE
Y(Ni2As)2,FALSE
Sr2MgTi6N2O11,TRUE
Mg3Cr6(FeO6)4,TRUE
Eu2TeO2,FALSE
Cs2Sn(HO2)6,FALSE
Na2ScAlSi(SO6)2,TRUE
Dy7(TePt)2,TRUE
Mg30VNiO32,TRUE
DyMg,FALSE
Li5Mn7O15,TRUE
Na2InBi,TRUE
ErAl,FALSE
W17O47,FALSE
MgCu2SiSe4,FALSE
Na4Mg(Mo2O5)2,TRUE
K2Ni(PO3)4,TRUE
Bi2Rh2O7,TRUE
Li3H6Rh,FALSE
Y2OsC2,TRUE
Ge13Sb13Te32,TRUE
TiMnO4,TRUE
Nb3SBr7,FALSE
Ho3(GaNi3)2,FALSE
Zn2As2O7,FALSE
Na2Mg(SO6)2,FALSE
Mg3Si9B36C,TRUE
TaClF8,FALSE
Zr2(PO4)3,TRUE
Ba2MgCoMoO6,TRUE
Na2RhW3(SO4)2,TRUE
Ba2GdCu2HgO7,TRUE
Pb2CO4,FALSE
CeInPd,FALSE
K3Bi(PS4)2,FALSE
MgMo2(WO6)2,TRUE
Cs2TeP2H8O13,TRUE
CaDyMn4O12,TRUE
LiFe(PO3)3,FALSE
Nb2AlC,FALSE
SmErZn2,TRUE
KGa(SeO3)4,TRUE
YIO,TRUE
Li3Fe3CuO8,TRUE
Yb(AlC)3,TRUE
Na3Al4O8,TRUE
MnWO4,FALSE
RbH12AuC4(SO3)4,FALSE
MgGaBO4,TRUE
NaSiSbO5,FALSE
MgCo2(SO5)2,TRUE
MgH12(ClO5)2,FALSE
TaAl4Ni15,TRUE
Ga2P3H11O13,FALSE
Zn3MoN4,TRUE
TbMn12,FALSE
TeC8(OF3)4,FALSE
NaNb3GaSiP5O24,TRUE
Ho(NiSb)2,FALSE
Ba4TlBiPb2O9,TRUE
Li2Cu3(P2O7)2,TRUE
Sr3Ca(NCl)2,TRUE
LaB2Pt2C,FALSE
UCo2Sn,TRUE
Eu(Ga4Ir)2,FALSE
Ca2MnWO6,FALSE
Mg3TiH8,TRUE
ZnCu2(PO4)2,TRUE
Mg2MnMo3S8,TRUE
ZrP2NO8,FALSE
Hf2Pd,FALSE
Mn3NiN,FALSE
Tm4In(NiGe2)2,FALSE
LiPmZn2,TRUE
Mg6AlNiO8,TRUE
Sr2TmTaO6,FALSE
Hf2ReNi,TRUE
MnCo9O10,TRUE
LiGaH4,TRUE
MgB4O7,FALSE
Bi5(PO4)6,TRUE
NaLi3GeO4,FALSE
MnNb4FeO12,TRUE
TbAgGe,FALSE
RbC4N3O4,TRUE
Na14La4Ga4Si7S5O48,TRUE
Pr2NiO4,FALSE
RbLaSiS4,FALSE
Dy2B4O9,FALSE
Rb2FeH2C5(N3O)2,FALSE
Fe2SiS4,FALSE
Li47(NiO4)8,TRUE
Li2Mn2OF6,TRUE
KHo2Cu(MoO4)4,FALSE
ZnW3O7,TRUE
TlGeSbO5,TRUE
Na8In6Au11,FALSE
SbF3,FALSE
PrMg(CuO3)2,TRUE
NdSiIr,FALSE
Eu3Dy,TRUE
HfMg6TiO8,TRUE
MgTe2(WO6)2,TRUE
SmGa4Co,FALSE
Mg6AlCoO8,TRUE
Nb3Te8I7O,FALSE
TbH12S2NO12,FALSE
Ba2Nd2Co4O11,FALSE
Ti11O18,TRUE
MgCo2(CuO4)2,TRUE
MnV2O10,TRUE
LiVFe(P2O7)2,TRUE
Cd5Ni,TRUE
Mg(CoN)2,TRUE
Mg30AlCoO32,TRUE
LiNdSe2,TRUE
NiSO11,TRUE
Ti3Mn2Fe(PO4)6,TRUE
Sr2NbCrO6,TRUE
Ag2SeO3,FALSE
Na4VS3O13,FALSE
LiOs2N3,TRUE
Pr2SeO2,FALSE
PuCNO5,FALSE
KPrHfInO6,TRUE
Th(NiH)2,FALSE
La2Nd(MnSi)6,TRUE
HoTiCo11,TRUE
Sr11Ga4Sn3,FALSE
TmMnSi2,TRUE
BaCdHg2,TRUE
NaTaSn3(PO4)6,TRUE
Mg14ZnCO16,TRUE
KSc2F7,FALSE
LiFe(CO3)2,TRUE
GaSn3,TRUE
CrSiH12(OF)6,TRUE
GaPt,FALSE
Cd5(S2Cl)2,TRUE
Na11Mn13O32,TRUE
ScPd2Pb,TRUE
ThAu2,FALSE
NbV3O8,TRUE
Ba2LuMgBiO6,TRUE
Li4V3Ni2Sb3O16,TRUE
Na8Ta7VO24,TRUE
Li2ErTl,TRUE
PH18C6NF4,FALSE
Na3ScSi3Sn3(SO8)3,TRUE
Nb7As4,FALSE
SrNdTi4O12,TRUE
ZrCrO3,TRUE
Y2Ti2SiS5O24,TRUE
Li3Sb5(PO4)6,TRUE
Dy2(SeO4)3,TRUE
Hf4CuP,FALSE
Al2SiGe2S5O24,TRUE
BeAl2O4,FALSE
CaCe4Si3O13,TRUE
H13RuN5(ClO)2,FALSE
CuHgC4(SN)4,FALSE
Na2SiGe2(PO6)2,TRUE
Li8Mn3V(PO4)6,TRUE
Ba(PO3)2,FALSE
LiFeCO4,TRUE
Ba3Ta6Fe2O21,TRUE
NiP2O7,TRUE
Tm5NiPb3,FALSE
K2UH4C5(NO6)2,FALSE
Sm2MgCu2,TRUE
ZrGaNi2,FALSE
Zn10Ge(B4Rh9)2,TRUE
Li3V2Fe3O10,TRUE
Nb3AlSi3(SO8)3,TRUE
La4Fe(CoO4)3,TRUE
Ta6Bi2O19,TRUE
Nb6GaSn,TRUE
La2P3(HO3)3,FALSE
B12W,TRUE
CaSn2S5,TRUE
MgVRhO4,TRUE
Ba2MgMn2O6,TRUE
MgSbAs2SeO7,TRUE
Rb2InSbI6,TRUE
Ti12Cu9(BiO18)2,TRUE
CaLaFeAgO6,TRUE
Sm4Cl6O,FALSE
Li4CrTe(WO6)2,TRUE
Dy2Fe17,FALSE
MgZr,TRUE
Np2Si4Mo3,FALSE
Cs2ZnBr4,FALSE
HoAlCu4,TRUE
Sr(SiAg)2,FALSE
LiCr4InS8,TRUE
Na3SiTe3,FALSE
Ca3(AlN2)2,FALSE
Mn2NiSn,TRUE
Lu3Mg2TiS8,TRUE
Li2FeP3O10,TRUE
MgCd2(CoO3)2,TRUE
ZnAgAsO5,TRUE
Mg2TiV3S8,TRUE
Tm2ZnRu,TRUE
Li2VP4(HO2)8,TRUE
LiY2Os,TRUE
Sc3Te4,TRUE
BaSr7Ti8O24,TRUE
Tl2CdBi,TRUE
TmLuCo2,TRUE
Zn5NiN4,TRUE
Ti3In3Rh2,FALSE
NaNbSnWO6,TRUE
LaBi5O9,TRUE
NaBi2AuO5,TRUE
NaLaTa2O9,TRUE
La2Pd(OF)2,TRUE
CdAg4Ge2S7,FALSE
Bi3O4F,TRUE
NaLaScP(SO6)2,TRUE
CrGeSbO6,TRUE
Mn2CoGe,FALSE
K2Pr4Cl9O2,FALSE
BaCaMn4O8,TRUE
CaV(PO3)4,TRUE
Mg(NbS3)4,TRUE
Cs3SbO4,FALSE
Co(CN)2,TRUE
Y3Ga9Cu2,TRUE
Ti2InFe,TRUE
K2Mn2(SO4)3,FALSE
LuPaRu2,TRUE
U2(Ga3Rh)3,TRUE
SrAlF5,FALSE
Sr2NiBiO6,TRUE
Cs2GaAgBr6,TRUE
Ca(Co2O3)2,TRUE
Ba2FeS3,FALSE
CeHoMg2,TRUE
Al2ZnS4,FALSE
Mg2FeBO5,TRUE
ZnPbF6,FALSE
Ag2PO2,TRUE
TiV3O8,TRUE
LiCr4P7O24,TRUE
LiCuF3,TRUE
KNa2WN3,TRUE
Ce4CoSi6Au,TRUE
Li4Fe2Co3Cu3O16,TRUE
Ce9SmO20,TRUE
NaLi2MoF6,TRUE
Na4YNb(SiO4)3,TRUE
LiCdAu2,TRUE
TeP3(N2O9)2,TRUE
Pr2Ga12Ni,FALSE
RbZnH2Se2BrO6,FALSE
EuNiGe2,FALSE
Li4Ca2B16(H2O5)7,FALSE
Tb4Mg3Co2,FALSE
Ca8TiMn7O24,TRUE
KRb2InCl6,TRUE
Mn3HO6,TRUE
TeCl4,FALSE
VPbO2,TRUE
Yb2HgPb,TRUE
PdPb2,FALSE
Tb2Cu(GeO4)2,TRUE
Pb4IF7,FALSE
Na3Be3Pb2F13,TRUE
Na4Ni2O5,TRUE
Cr3SbAs2,TRUE
NaH2Pd3,FALSE
BaLaCuRuO6,TRUE
Y5BiPt2,TRUE
TmGaPt,FALSE
BaCaCeFeO6,TRUE
HoTh,TRUE
MgCrWS4,TRUE
Na6MgSi2Sn3(PO6)4,TRUE
BaMg(BiO2)4,TRUE
Ce3Si2,FALSE
Tl2HgBi,TRUE
Mg2Cr5(PO4)6,TRUE
Tm3Ge4,FALSE
Hg2GeO2,TRUE
Sr3InN3,TRUE
Fe4N,FALSE
Na2Nb4Zn4Si3(S3O16)3,TRUE
In4As3Se,TRUE
HfAlPd,TRUE
Sb(WBr3)5,FALSE
SrFe3P4HO16,FALSE
DyCo5P3,FALSE
Na14Al8Si7S5O48,TRUE
La4MgCr2O12,TRUE
SmCo2,FALSE
Ho2S2F,TRUE
Tl2S7N8,FALSE
Y10Ga3Co7,TRUE
Gd2Nb2S7O30,FALSE
Th2FeS5,FALSE
Er3(CoGe2)2,FALSE
La2Co2I,TRUE
Ga4SbS9N3O2,FALSE
TmNiSn4,TRUE
KCo(CO)4,FALSE
Ce3PI3,TRUE
K4Sb2O5,TRUE
Sb4Pb5S11,FALSE
Al2NiCl8,FALSE
ThInRu2,TRUE
AlAg3F6,TRUE
BaTiMnBiO6,TRUE
CsCr3O8,FALSE
Mg6TiZn,TRUE
Pr4(FeB2)3,FALSE
Bi2Pt,FALSE
Dy3Se4,FALSE
MgMn3CoO8,TRUE
MgTiVO4,TRUE
Dy(ClO2)3,FALSE
Si3Mo3W2,TRUE
La2UTe5,TRUE
Sr4RhN4,TRUE
Na6MoN4,TRUE
Er2B2Cl2O5,FALSE
UGaPd2,FALSE
SmH9C5(NO4)2,FALSE
Na10Ca4Ta4Si7S5O48,TRUE
ErHCl,FALSE
Nd2Tm,TRUE
TmScRu2,TRUE
Eu4PdO7,TRUE
NaLa2Se3,TRUE
K3Zr,TRUE
Pr2TlCd,TRUE
PrMg(AgO3)2,TRUE
LaMg6Zr,TRUE
Nd10Ti9GaO34,TRUE
DyAlCo,TRUE
EuPuRh2,TRUE
Ba3Sr(CoO3)4,TRUE
HoNp,TRUE
TiTlPO5,FALSE
Li2CeN2,FALSE
LiWCl6,TRUE
MgCu3(NiO3)4,TRUE
HfNi2,FALSE
Ba2Bi2Se3O2,FALSE
BaCaCr4O8,TRUE
LiGePCO7,TRUE
LuPt3,FALSE
Re3As7,FALSE
Y2AlZn,TRUE
Na2Zr6Zn2Si3(S3O16)3,TRUE
MgTeMoO6,FALSE
CaIn2O4,TRUE
K2InSbCl6,TRUE
La3(ZnPd)4,FALSE
ErF3,FALSE
Li2ZnAg,TRUE
Nd3Er(WO4)6,TRUE
Tb3Sc,TRUE
PrB2Rh2C,FALSE
Ca8La2Ti5Cr5O30,TRUE
LaSiO3F,FALSE
HoRh3C,FALSE
BMo2C,FALSE
RuRh4,TRUE
Hg3RhF6,TRUE
Zn2Si3Pb4SO15,FALSE
Na6MgSi6Sn7(SO8)6,TRUE
LiTiVO5,TRUE
MgAl10O16,TRUE
CaLaGaCuO5,TRUE
LuMnIn,TRUE
Nd3SeBrN2,FALSE
LaPrZn2,TRUE
YCdHg2,TRUE
Na2(CoO2)3,FALSE
CaCu2(MoO4)2,TRUE
La5Pb3C,FALSE
K2V6CdCu9O26,TRUE
Tb6CoTe2,FALSE
B2IrCl,TRUE
PrTiFe11,TRUE
Li4Al3Si3ClO12,FALSE
LaNi4B,FALSE
RbNd2CuS4,FALSE
K2AgBiBr6,TRUE
CsK2IrF6,TRUE
Ca2Y2Si4H2CO16,FALSE
Ca7VN6,TRUE
CaV4(AgO6)2,FALSE
RbBO2,FALSE
BaSrTbHfO6,TRUE
U3Bi2O9,TRUE
GaBiSe,TRUE
Mg26Ag7,TRUE
Sb2C9(NCl3)3,TRUE
Zn2As(HO2)3,FALSE
LaMgTl2,TRUE
LiSmAlF6,FALSE
Mn2Mo2NO10,TRUE
GdScSi,FALSE
MgCu2WS4,TRUE
AlNiGe,TRUE
Na2MnO2,FALSE
K2MgZr(MoO4)4,TRUE
Ca7TeN6,TRUE
KLuTa2O7,TRUE
BaCaEuFeO6,TRUE
LiBi6B3O14,TRUE
Tm2N3,FALSE
UAl7Fe3Cu2,TRUE
Sr3Cu3(PO4)4,FALSE
NaUVO6,FALSE
Li(TiTe2)5,TRUE
LiCe(CuP)2,FALSE
Na9Ca4Ta2(PO4)9,TRUE
K2OsCBr5O,TRUE
Cu3F,TRUE
Mg16Al12Mo,TRUE
Nb5P7O30,FALSE
TiNbHO5,TRUE
La(BIr)2,TRUE
YbSiAg,FALSE
Li3Fe2(PO3)7,TRUE
PrOF,TRUE
SrLiPrTeO6,TRUE
Na3NbO4,FALSE
CeGa4Os,FALSE
TbTl(WO4)2,TRUE
Ba2Y3Si2O8F5,FALSE
Ca2CuAg,TRUE
ZrCu4Ag,FALSE
Ni4(GeAs3)3,TRUE
CdH2(BrO3)2,TRUE
Fe13Si2(SbO14)2,TRUE
ScSe2,TRUE
K2SbAuCl6,TRUE
AlFe2W,TRUE
La4MgCoO8,TRUE
P3Au2,FALSE
CaMg30CdO32,TRUE
InSn3Se4,TRUE
Na3Sm7Cl24,TRUE
Gd(CuSi)2,FALSE
CaNi2(PO5)2,TRUE
Gd2Cl3,FALSE
Ba2GaSbTe5,FALSE
K2TiCuF6,TRUE
CoTe(PbO3)2,FALSE
LaAl3,FALSE
Li2Fe3P5O18,TRUE
Li(WO3)2,TRUE
Ti5Nb2O14,TRUE
Ca2YMn3O9,TRUE
Sc(IO3)3,FALSE
Dy5Ge3C,FALSE
VGe3,TRUE
CsGd(MoO4)2,FALSE
KH3,TRUE
Fe3(GeN)8,TRUE
Ba2Y7Cl25,TRUE
VSb(SeO3)4,TRUE
GaMo3,FALSE
LaLuS3,TRUE
LiZn2Cu,TRUE
Nd2Te(MoO7)6,TRUE
Cs2LiAlF6,TRUE
Y2U3O11,TRUE
BaSiN2,FALSE
K2ScInCl6,TRUE
AgH20S6N5O9,FALSE
Lu2Te5O13,FALSE
Ba7Sr(Cu2O5)4,TRUE
PrMn2,FALSE
AlSi,TRUE
Ca2DySbO6,TRUE
Ca6Fe(CoO4)3,TRUE
Ag2SnO3,FALSE
MnC4NO5,FALSE
USO,FALSE
RbAuC4S4(OF)12,FALSE
Co3Sn(PO4)4,TRUE
Rb3Pr2(NO3)9,FALSE
TiZnNi(PO4)3,TRUE
Zr2ReIr,TRUE
K4Na2Mg(FeO3)2,TRUE
LiGd2Ga,TRUE
LiGaIr2,TRUE
Na8Fe5O14,TRUE
Na10Hf4Si9Sn4(SO16)3,TRUE
TiNbC2,TRUE
KBiS(ClO2)2,FALSE
HfOs2,FALSE
EuMoO4,FALSE
BaLiTi2Bi2O,TRUE
CaNi2(P2O7)2,TRUE
CsTiH10C4O13,FALSE
U(CrC)4,FALSE
MgTi2(NiO3)2,TRUE
PrMgSi2,FALSE
Sr2InPd2,FALSE
La(SeO4)3,TRUE
Sc2CO,TRUE
Li3Fe(CuO3)2,TRUE
Ta10SeS3,TRUE
Ba2Hf7O16,TRUE
Cs(CoS)2,FALSE
Rb2As3,FALSE
Ba3Al3Ga2,FALSE
K3Mn4O8,TRUE
LaH2S2NO9,FALSE
MgPaTc2,TRUE
CeZnGe,FALSE
Mn2Te3O8,FALSE
U6Co,FALSE
B5PH4Cl,FALSE
Fe3C10SO10,FALSE
SiH14C6(NO2)2,FALSE
Mn3O2F5,TRUE
Fe2Ni3P6WO24,TRUE
LaPt3,FALSE
UNiAs2,FALSE
La4PdO7,FALSE
Na2Hf3ZnSi2(SO6)4,TRUE
K2NdAgCl6,TRUE
NaScTa(PO4)3,TRUE
La2AlNi9,TRUE
Na3HoCl6,FALSE
LaMg2Cr3S8,TRUE
Na2Ca(CO3)2,TRUE
Sr3Mn2Cu2S2O5,TRUE
Fe3P3O13,TRUE
SmHoHg2,TRUE
Co5RuO8,TRUE
Ga4Hg11(AsBr4)4,FALSE
Ba2Zn(P3O14)2,TRUE
USNO6F,FALSE
Y2HgIr,TRUE
YMg2Sc,TRUE
Na4La2Zr2Si3(SO8)3,TRUE
CsTlO,TRUE
Ba8Lu3(Pt2O9)2,TRUE
InCuNi2,TRUE
LiAlRh2,TRUE
Na9Ta2Zn10P3(S5O24)3,TRUE
CaSn6S13,TRUE
SiNiPd,FALSE
BaNa2Nd2Si4CO15,FALSE
Li2Ni3OF6,TRUE
Li4TiMn(WO6)2,TRUE
CaReN2,TRUE
DyInPt,FALSE
Li2VOF3,TRUE
Ho3(Co2Sn)4,TRUE
Na5SiAs3,FALSE
TmRe2SiC,TRUE
TaVRe2,TRUE
La12Fe2I17,FALSE
Na2TiHgF6,TRUE
LaTl(PSe3)2,FALSE
Li3Ni2(GeO4)3,TRUE
Li4FeOF5,TRUE
Ce2ZnPb,TRUE
Li2LaSn,TRUE
RbSNO4,FALSE
Cs4Mn2PdF12,FALSE
Sm2Fe2O5,TRUE
Ca4Si2H2CO11,FALSE
LaMgFeWO6,TRUE
SrFe2Se2O,FALSE
KAlO2,FALSE
MnCo3,TRUE
Lu2Ga3Ni14,FALSE
NiMo2P,TRUE
KSmP3HO10,FALSE
RbNiO3,TRUE
LiUN2,FALSE
BaUPO6F,FALSE
Li2MnNi3O8,TRUE
SmGdSe2,TRUE
Fe12N5,FALSE
Zr2NbPt,TRUE
LaGaO3,FALSE
TiH12C2(NF)6,FALSE
Ba6YBr15,TRUE
TlHCO2,FALSE
Sn3Pt2,FALSE
U4Si6Tc7,FALSE
ErCdAu,TRUE
MgZrNi2,TRUE
Ta6Pb4O19,TRUE
Na3Cr,TRUE
Mg3Fe3(PO4)4,TRUE
LiBH4C2(O3F)2,FALSE
BaZnIn3,TRUE
Hf2Ga3Ni,TRUE
K3CrC3N3O4,FALSE
SmMn4(CuO4)3,FALSE
Fe25O32,TRUE
Sr4MgMn2Cu2(SO3)2,TRUE
SmMg2W3S8,TRUE
KRb2TiF6,FALSE
V5W3O20,TRUE
UH18C4N10O13,FALSE
Nb3TeCl7,FALSE
Li7V16(PO4)24,TRUE
Mn3Zn(FeO2)8,TRUE
Ba2MgNb6(NO7)2,TRUE
K3Na(MoO4)2,FALSE
Ac2SiPd,TRUE
GdRuC2,FALSE
NbRe2W,TRUE
YTc2,FALSE
K4Ti3S14,FALSE
ZnH4C2(N2Cl)2,FALSE
MgSeO3,FALSE
Sm12Al5Fe14,TRUE
NaCaSn3P3(SO8)3,TRUE
K2RbNa,TRUE
Fe3W,TRUE
EuAsPt,FALSE
K3VC5N5O,FALSE
MgIn3,FALSE
SmOs2,FALSE
Li4Ti2Ni3Sb3O16,TRUE
TiSb2,FALSE
NbSn2,FALSE
Ge3C,TRUE
LaBr,FALSE
Ca(BC3)2,TRUE
LaCuO2,FALSE
KNa2PdF6,TRUE
Pr4Bi3,FALSE
Be(BH4)2,FALSE
KSb(MoO4)2,FALSE
NaMnSe2,FALSE
TiAuCl,TRUE
Tm(MnSn)6,FALSE
Tl4Sn,TRUE
Na6La4Mg4SiS11O48,TRUE
FePH12(CCl)4,FALSE
Tb2Si5Ir3,TRUE
NaNbZn3(SO4)6,TRUE
La3Ge3Cl2,FALSE
SrZnFe(PO4)2,TRUE
KLuS2,FALSE
Eu5Sb3,FALSE
BaCaTbTiO6,TRUE
GdDyNi2,TRUE
CaH16C4N8(ClO2)2,FALSE
Y4MnS7,TRUE
Y9Al(GeS7)3,TRUE
Er3CrB7,FALSE
Ag2HgGeS4,TRUE
Bi2AuO5,FALSE
Er4MgCo,TRUE
Li2TiCo3(PO4)6,TRUE
BaSrMgTeO6,TRUE
LiHo2Rh,TRUE
Ba2H6Pt,FALSE
Na6FeSe4,FALSE
Re3S4Cl,FALSE
V,FALSE
LaSmS2,TRUE
K2BiF5,FALSE
Ba3ZrNb4O15,TRUE
Mo(PO3)4,TRUE
Dy5Ge3B,FALSE
AsIrS,TRUE
K5NaP3(HO4)3,FALSE
MnSeO4,FALSE
Zn2NiIr,TRUE
Al2(Zn13Pd3)3,TRUE
TiZnIr2,TRUE
YMg30VO32,TRUE
LiZn,FALSE
Cd2AsO2,TRUE
GdCuSe2,FALSE
CaHoTi2O6,TRUE
BaSnS2,FALSE
Li2Cr5B3O13,TRUE
Na2Si2S5,FALSE
SrSeO3,FALSE
LiVCoO4,TRUE
KCu4AsS4,FALSE
Mg2MnWO6,TRUE
CsMg14FeO16,TRUE
CsBaVS4,FALSE
Mg6SnMo,TRUE
LiBO2,FALSE
Na6Be8O11,FALSE
Ta2Pt3S8,FALSE
VBi(PbO3)2,FALSE
Mn3CuNi2(PO4)6,TRUE
CaMg,TRUE
YHoIr2,TRUE
ZrCoNi,TRUE
Be17Ru3,FALSE
Sr2H6Pt,TRUE
NaCa2Ti2PS5O24,TRUE
SmTe2,FALSE
SnPHO5,TRUE
Cs2RbTlCl6,TRUE
ThFeNi4,TRUE
KAlTe2,FALSE
RbBeO3,TRUE
CaNiSbP2O9,TRUE
SrSi2,FALSE
Eu(BRu)4,FALSE
V5Ge3B,FALSE
MnAgF3,TRUE
Sm6Ti4Al43,TRUE
Pd3S,FALSE
BaMnCO3F2,FALSE
Rb2MoO4,FALSE
Si2TcIr,TRUE
Na5Hf2Mg2P5SO24,TRUE
Li2CoO2F,TRUE
KLaVWO6,TRUE
MnAlO3,TRUE
Co2Sn,FALSE
DyUN2,TRUE
Mn2AlCo,FALSE
MgFe2(BiO3)2,TRUE
Er(AlCu)6,TRUE
VBiPbO5,FALSE
Nd6MnS10,TRUE
EuBi3,TRUE
V3O5F,TRUE
Y2FeB,TRUE
K4Mg(WO4)3,FALSE
Sm3Pd,TRUE
Rb3IrCl6O,TRUE
Ce33Fe13(B9C17)2,FALSE
Dy2Mn3Cu9P7,FALSE
PrBN2,FALSE
PuTiO3,TRUE
Zn2SiGeN4,TRUE
KLaGaBiO6,TRUE
K2LiBiCl6,TRUE
RbMnBi,FALSE
MgAl2As2(HO)18,FALSE
HCN,FALSE
EuMgGe,FALSE
Ni3Sn,FALSE
NaMn2V3(PbO6)2,TRUE
Li4NpO5,FALSE
Y5GaCo5,FALSE
MgSb2PbO6,TRUE
K2ScSi4O10F,FALSE
NaPr(SeO5)2,TRUE
AcSm3,TRUE
La3CrW(SO2)3,FALSE
CdRe2H8C2S2(NO2)4,FALSE
Li3BrO,FALSE
Na4LaNb3Si4(PO12)2,TRUE
Ba2NdMgNbO6,TRUE
Cs2InBiCl6,TRUE
Eu4Sb2O,FALSE
Si3O7,TRUE
Ba2PuMnO6,TRUE
Nb4Zn2C,FALSE
LiMgPO4,FALSE
Dy2Zr8O19,TRUE
Mn3Fe2P6WO24,TRUE
LaSbTe,FALSE
LiCr(SO4)2,TRUE
Li4CrFe(WO6)2,TRUE
Cr7FeO12,TRUE
Li4IO3,FALSE
MgCr4O10,TRUE
ScSiPd,FALSE
NaLiHo2F8,TRUE
NaSrPrNbO6,TRUE
Mg6FeNi,TRUE
Al2FeTc,TRUE
Re6Se8O7F6,TRUE
Sc10V10O37,TRUE
Mg2CoO4,TRUE
Ca3Y9Al18CrSiO48,TRUE
NaB(H4O3)2,FALSE
Na2Cu5(Si2O7)2,FALSE
ReH8(I3N)2,FALSE
Pr3Lu,TRUE
AlV3O6,TRUE
LaCeN2,TRUE
Sm6Al3Fe11,TRUE
Ba2LaCoCu2O7,TRUE
CaNdCr4O12,TRUE
Li2Mn5(Si2O5)6,TRUE
NaZrTi(PO4)3,TRUE
Ni3Se,TRUE
Ta11(Co52B15)2,TRUE
Ba2Ho2Fe(CoO4)3,TRUE
